ncID,tarID,Interaction
TERC,P05121,1
TERC,Q9H307,1
TERC,P19838,1
TERC,P01106,1
TERC,Q13330,1
TERC,P05412,1
TERC,Q9UM22,1
TERC,Q01094,1
TERC,P16070,1
TERC,O15392,1
TERC,P10415,1
TERC,Q07812,1
TERC,Q13315,1
A1BG-AS1,Q9C0J8,1
A2M-AS1,Q9C0J8,1
A2ML1-AS1,Q9C0J8,1
ABCA9-AS1,Q9C0J8,1
ABCC5-AS1,P55265,1
ABCC5-AS1,Q9C0J8,1
AC000099.1,Q9C0J8,1
AC000124.1,Q9C0J8,1
AC002401.1,Q9C0J8,1
AC002454.1,Q9C0J8,1
AC002480.2,Q9C0J8,1
AC002511.1,Q9C0J8,1
AC003005.2,Q9C0J8,1
AC003009.1,Q9C0J8,1
AC003092.1,Q9C0J8,1
AC003092.2,Q9C0J8,1
AC003682.1,Q93062,1
AC003682.1,Q14103,1
AC003958.2,Q9C0J8,1
AC003984.1,Q9C0J8,1
AC003988.1,Q9C0J8,1
AC004009.3,Q9C0J8,1
AC004053.1,Q9C0J8,1
AC004053.1,P38432,1
AC004054.1,Q9C0J8,1
AC004063.1,Q9C0J8,1
AC004148.1,Q14103,1
AC004448.2,Q9C0J8,1
AC004832.1,Q9C0J8,1
AC004837.3,Q9C0J8,1
AC004870.3,Q9C0J8,1
AC004870.4,Q9C0J8,1
AC004947.2,Q9C0J8,1
AC004988.1,Q9C0J8,1
AC005009.2,Q9C0J8,1
AC005034.3,Q9C0J8,1
AC005042.2,Q9C0J8,1
AC005150.1,Q9C0J8,1
AC005224.2,Q9C0J8,1
AC005224.2,Q8TB72,1
AC005281.1,Q9C0J8,1
AC005304.1,Q9C0J8,1
AC005307.1,Q9C0J8,1
AC005355.1,Q9C0J8,1
AC005394.1,Q93062,1
AC005498.3,Q9C0J8,1
AC005592.1,Q9C0J8,1
AC005616.1,Q9C0J8,1
AC005618.1,Q9C0J8,1
AC005625.1,Q9C0J8,1
AC005703.2,Q9C0J8,1
AC005779.1,Q9C0J8,1
AC005831.1,Q9C0J8,1
AC005863.1,Q9C0J8,1
AC005884.1,P55265,1
AC005884.1,Q9C0J8,1
AC006007.1,Q9C0J8,1
AC006076.1,Q9C0J8,1
AC006115.3,Q9C0J8,1
AC006296.1,Q9C0J8,1
AC006369.2,Q9C0J8,1
AC006372.4,Q9C0J8,1
AC006378.2,Q9C0J8,1
AC006460.2,Q9C0J8,1
AC006504.1,Q93062,1
AC006504.2,Q93062,1
AC006538.1,Q9C0J8,1
AC006947.1,Q9C0J8,1
AC006994.2,Q9C0J8,1
AC007003.1,Q9C0J8,1
AC007091.1,Q9C0J8,1
AC007092.1,Q9C0J8,1
AC007098.1,Q9C0J8,1
AC007099.2,Q9C0J8,1
AC007106.1,Q9C0J8,1
AC007126.1,Q9UKA9,1
AC007128.1,Q9C0J8,1
AC007292.1,Q9C0J8,1
AC007292.3,Q9C0J8,1
AC007317.1,Q9C0J8,1
AC007319.1,Q9C0J8,1
AC007319.1,Q96PU8,1
AC007347.1,Q9C0J8,1
AC007362.1,P55265,1
AC007362.1,Q9C0J8,1
AC007364.1,Q9C0J8,1
AC007365.1,Q9C0J8,1
AC007383.3,Q9C0J8,1
AC007389.1,Q9C0J8,1
AC007389.3,Q9C0J8,1
AC007391.2,Q9C0J8,1
AC007403.1,Q9C0J8,1
AC007422.1,Q9C0J8,1
AC007620.3,Q9C0J8,1
AC007652.1,Q9C0J8,1
AC007743.1,Q9C0J8,1
AC007795.1,Q9C0J8,1
AC007879.1,Q9C0J8,1
AC007879.2,Q9C0J8,1
AC007948.1,Q9C0J8,1
AC007950.1,Q9C0J8,1
AC007966.1,Q9C0J8,1
AC008268.1,Q9C0J8,1
AC008269.2,Q9C0J8,1
AC008277.1,Q9C0J8,1
AC008278.2,Q9C0J8,1
AC008280.3,Q9C0J8,1
AC008592.4,Q9C0J8,1
AC008592.5,Q9C0J8,1
AC008691.1,Q9C0J8,1
AC008703.1,Q9C0J8,1
AC008937.2,Q9C0J8,1
AC008937.3,Q9C0J8,1
AC008982.2,Q9C0J8,1
AC008992.1,Q9C0J8,1
AC009110.1,Q9C0J8,1
AC009113.1,Q14103,1
AC009120.3,Q9C0J8,1
AC009120.4,Q6ZN17,1
AC009120.4,Q9C0J8,1
AC009120.6,Q9C0J8,1
AC009134.1,Q9C0J8,1
AC009158.1,Q9C0J8,1
AC009228.1,Q9C0J8,1
AC009234.1,P14866,1
AC009264.1,P55265,1
AC009264.1,Q9C0J8,1
AC009299.3,Q9C0J8,1
AC009299.3,Q96PU8,1
AC009303.3,P14866,1
AC009303.3,Q9C0J8,1
AC009312.1,Q9C0J8,1
AC009313.1,Q9C0J8,1
AC009403.2,Q9C0J8,1
AC009411.2,Q9C0J8,1
AC009478.1,Q9C0J8,1
AC009495.2,Q9C0J8,1
AC009495.3,Q9C0J8,1
AC009498.1,Q9C0J8,1
AC009506.1,Q9C0J8,1
AC009948.3,Q93062,1
AC009948.5,Q9C0J8,1
AC009948.5,Q93062,1
AC009965.1,Q9C0J8,1
AC009970.1,Q9C0J8,1
AC010096.1,Q9C0J8,1
AC010105.1,Q9C0J8,1
AC010148.1,Q9C0J8,1
AC010335.1,Q9C0J8,1
AC010609.1,P38432,1
AC010642.2,Q9C0J8,1
AC010729.1,P14866,1
AC010729.1,Q9C0J8,1
AC010731.3,Q9C0J8,1
AC010745.2,Q9C0J8,1
AC010761.6,Q9C0J8,1
AC010880.1,Q9C0J8,1
AC010884.1,Q9C0J8,1
AC010890.1,Q9C0J8,1
AC010894.3,Q9C0J8,1
AC010894.5,Q9C0J8,1
AC010967.2,Q9C0J8,1
AC010969.1,Q9C0J8,1
AC010976.2,Q9C0J8,1
AC010980.2,Q9C0J8,1
AC010982.1,Q9C0J8,1
AC010983.1,Q9C0J8,1
AC011243.1,Q9C0J8,1
AC011306.1,Q9C0J8,1
AC011450.1,Q14103,1
AC011497.1,Q14103,1
AC011498.1,Q9C0J8,1
AC011518.1,Q9C0J8,1
AC011524.1,Q9C0J8,1
AC011525.2,Q9C0J8,1
AC011752.1,Q9C0J8,1
AC011754.1,Q9C0J8,1
AC011995.1,Q9C0J8,1
AC012317.1,Q9C0J8,1
AC012322.1,Q9C0J8,1
AC012368.1,Q9C0J8,1
AC012370.2,P14866,1
AC012370.2,P55265,1
AC012370.2,Q9C0J8,1
AC012445.1,Q9C0J8,1
AC012462.3,Q9C0J8,1
AC012494.1,Q9C0J8,1
AC012499.1,Q9C0J8,1
AC012506.2,Q9C0J8,1
AC012506.3,Q9C0J8,1
AC012506.4,Q9C0J8,1
AC012593.1,Q9C0J8,1
AC012593.1,P38432,1
AC012594.1,Q9C0J8,1
AC012668.1,Q9C0J8,1
AC012668.2,Q9C0J8,1
AC013268.5,Q96PU8,1
AC013402.2,P55265,1
AC013402.2,Q9C0J8,1
AC013402.3,Q9C0J8,1
AC013472.3,Q9C0J8,1
AC013727.1,Q9C0J8,1
AC015849.2,Q9C0J8,1
AC015987.1,Q9C0J8,1
AC016205.1,Q93062,1
AC016644.1,Q9C0J8,1
AC016700.3,Q9C0J8,1
AC016710.1,Q9C0J8,1
AC016722.2,P55265,1
AC016722.2,Q9C0J8,1
AC016730.1,Q9C0J8,1
AC016735.1,Q9C0J8,1
AC016747.3,Q9C0J8,1
AC016747.3,Q96PU8,1
AC016757.1,Q93062,1
AC016773.1,P14866,1
AC016773.1,Q9C0J8,1
AC016903.2,Q9C0J8,1
AC016910.1,Q9C0J8,1
AC017002.1,Q9C0J8,1
AC017002.2,Q9C0J8,1
AC017048.2,Q9C0J8,1
AC017048.3,P55265,1
AC017048.3,Q9C0J8,1
AC017053.1,Q9C0J8,1
AC017074.2,Q9C0J8,1
AC018359.1,Q9C0J8,1
AC018730.1,Q9C0J8,1
AC018742.1,Q9C0J8,1
AC018832.1,Q9C0J8,1
AC018866.1,Q9C0J8,1
AC019055.1,Q9C0J8,1
AC019117.1,Q9C0J8,1
AC019118.2,Q9C0J8,1
AC019186.1,Q9C0J8,1
AC019330.1,Q9C0J8,1
AC020663.1,P14866,1
AC020663.1,Q9C0J8,1
AC020907.2,Q9C0J8,1
AC020911.1,Q93062,1
AC020928.2,Q93062,1
AC022182.1,Q9C0J8,1
AC022400.1,Q9C0J8,1
AC022872.1,P38432,1
AC022916.1,Q93062,1
AC023115.1,Q9C0J8,1
AC023128.1,Q9C0J8,1
AC023347.1,Q9C0J8,1
AC023469.2,Q9C0J8,1
AC023481.1,Q9C0J8,1
AC023590.1,Q9C0J8,1
AC023669.1,Q9C0J8,1
AC024084.1,Q9C0J8,1
AC024560.3,Q9C0J8,1
AC025171.1,Q9C0J8,1
AC025171.1,Q9UKA9,1
AC026167.1,Q9C0J8,1
AC026202.3,Q9C0J8,1
AC026471.6,Q9C0J8,1
AC026904.1,Q9C0J8,1
AC034243.1,Q9C0J8,1
AC040173.1,Q9C0J8,1
AC040934.1,Q14103,1
AC053503.4,Q9C0J8,1
AC058791.1,P55265,1
AC058791.1,Q9C0J8,1
AC062021.1,Q9C0J8,1
AC062029.1,Q9C0J8,1
AC062031.1,Q9C0J8,1
AC062032.1,Q9C0J8,1
AC064834.1,Q9C0J8,1
AC067960.1,Q9C0J8,1
AC068057.2,Q9C0J8,1
AC068196.1,Q9C0J8,1
AC068286.1,Q9C0J8,1
AC068473.1,Q14103,1
AC068483.1,Q9C0J8,1
AC068489.1,Q9C0J8,1
AC068831.6,Q9C0J8,1
AC068858.1,Q9C0J8,1
AC069155.1,Q9C0J8,1
AC069287.1,Q9C0J8,1
AC072062.1,Q9C0J8,1
AC073071.1,Q9C0J8,1
AC073130.1,Q9C0J8,1
AC073130.3,Q9C0J8,1
AC073133.1,Q9C0J8,1
AC073218.2,Q9C0J8,1
AC073254.1,Q9C0J8,1
AC073257.1,Q9C0J8,1
AC073316.1,Q9C0J8,1
AC073325.1,Q9C0J8,1
AC073869.7,Q9C0J8,1
AC073987.1,Q9C0J8,1
AC074286.1,P55265,1
AC074286.1,Q9C0J8,1
AC078851.1,Q9C0J8,1
AC078882.1,Q9C0J8,1
AC078883.3,Q9C0J8,1
AC079117.1,Q9C0J8,1
AC079154.1,Q9C0J8,1
AC079584.2,Q9C0J8,1
AC079610.1,P14866,1
AC079610.1,Q9C0J8,1
AC079779.4,Q9C0J8,1
AC079799.2,Q9C0J8,1
AC079896.1,Q9C0J8,1
AC083799.1,P14866,1
AC083799.1,Q9C0J8,1
AC083843.1,Q9C0J8,1
AC083843.2,Q9C0J8,1
AC083864.3,Q9C0J8,1
AC083900.1,Q9C0J8,1
AC083949.1,Q9C0J8,1
AC084018.1,Q93062,1
AC084125.4,Q9C0J8,1
AC084809.2,Q9C0J8,1
AC087392.1,Q9C0J8,1
AC087501.1,Q9C0J8,1
AC090044.1,Q9C0J8,1
AC090103.1,P55265,1
AC090103.1,Q9C0J8,1
AC090425.1,Q9C0J8,1
AC091133.1,Q9C0J8,1
AC091153.4,Q9C0J8,1
AC092159.2,Q9C0J8,1
AC092168.2,P14866,1
AC092168.2,P55265,1
AC092168.2,Q9C0J8,1
AC092171.1,Q93062,1
AC092198.1,Q9C0J8,1
AC092296.1,Q93062,1
AC092329.1,Q14103,1
AC092484.1,Q9C0J8,1
AC092620.2,P14866,1
AC092620.2,Q9C0J8,1
AC092620.3,Q9C0J8,1
AC092652.1,Q9C0J8,1
AC093158.1,Q14103,1
AC093159.1,Q9C0J8,1
AC093382.1,Q9C0J8,1
AC093390.1,Q9C0J8,1
AC093484.4,P14866,1
AC093484.4,Q9C0J8,1
AC093510.1,Q9C0J8,1
AC093510.2,Q93062,1
AC093510.2,Q14103,1
AC093627.7,Q9C0J8,1
AC093639.1,Q9C0J8,1
AC093734.1,Q9C0J8,1
AC093799.1,Q93062,1
AC093799.1,Q14103,1
AC093843.1,Q9C0J8,1
AC096554.1,Q9C0J8,1
AC096558.1,Q9C0J8,1
AC096559.1,Q9C0J8,1
AC096570.1,Q9C0J8,1
AC096570.2,Q9C0J8,1
AC096649.1,Q9C0J8,1
AC096669.1,Q9C0J8,1
AC097359.2,Q9C0J8,1
AC098617.1,Q9C0J8,1
AC098820.2,Q9C0J8,1
AC098820.3,Q9C0J8,1
AC098828.2,Q9C0J8,1
AC099342.1,Q9C0J8,1
AC099344.2,Q9C0J8,1
AC099344.3,Q9C0J8,1
AC099850.1,Q9C0J8,1
AC100791.1,Q9C0J8,1
AC100830.3,Q9C0J8,1
AC103810.2,Q14103,1
AC104088.1,Q9C0J8,1
AC104623.2,Q9C0J8,1
AC104695.3,Q9C0J8,1
AC104699.1,Q9C0J8,1
AC104777.1,Q9C0J8,1
AC104777.2,Q9C0J8,1
AC104984.4,Q9C0J8,1
AC105206.1,P14866,1
AC105206.1,Q9C0J8,1
AC105760.2,Q9C0J8,1
AC106053.1,Q9C0J8,1
AC106786.1,Q9C0J8,1
AC106874.1,Q9C0J8,1
AC107072.2,Q9C0J8,1
AC107079.1,Q9C0J8,1
AC108051.1,Q9C0J8,1
AC108066.1,Q9C0J8,1
AC108142.1,Q9C0J8,1
AC108463.2,Q9C0J8,1
AC108676.1,Q9C0J8,1
AC110491.1,Q14103,1
AC112200.1,Q9C0J8,1
AC112721.2,Q9C0J8,1
AC113167.1,Q9C0J8,1
AC113607.1,P55265,1
AC113607.1,Q9C0J8,1
AC114763.1,Q9C0J8,1
AC116609.1,Q9C0J8,1
AC116609.2,Q9C0J8,1
AC116614.1,Q9C0J8,1
AC118345.1,Q9C0J8,1
AC123768.4,Q9C0J8,1
AC124861.1,Q9C0J8,1
AC125421.1,Q9C0J8,1
AC126365.1,Q9C0J8,1
AC128709.2,Q9C0J8,1
AC128709.3,Q9C0J8,1
AC130710.1,Q9C0J8,1
AC131097.3,Q9C0J8,1
AC131097.3,Q9UKA9,1
AC132807.1,Q9C0J8,1
AC135050.5,Q9C0J8,1
AC138035.2,P55265,1
AC139530.1,Q93062,1
AC139887.4,Q9C0J8,1
AC141586.5,P55265,1
AC141586.5,Q9C0J8,1
AC144450.1,Q9C0J8,1
AC144521.1,Q9C0J8,1
AC144836.1,Q9C0J8,1
AC145098.1,Q93062,1
AC147651.1,Q9C0J8,1
AC147651.3,Q9C0J8,1
AC156455.1,Q9C0J8,1
AC156455.1,Q93062,1
AC159540.1,Q9C0J8,1
ACAP2-IT1,P14866,1
ACAP2-IT1,P55265,1
ACAP2-IT1,Q9C0J8,1
ACTA2-AS1,Q9C0J8,1
ACTN1-AS1,Q9C0J8,1
ACVR2B-AS1,Q9C0J8,1
ADAMTS19-AS1,Q9C0J8,1
ADAMTS9-AS1,Q9C0J8,1
ADAMTS9-AS2,P55265,1
ADAMTS9-AS2,Q9C0J8,1
ADARB2-AS1,Q9C0J8,1
ADIPOQ-AS1,Q9C0J8,1
ADORA2A-AS1,P55265,1
ADORA2A-AS1,Q9C0J8,1
ADPGK-AS1,Q9C0J8,1
AF038458.3,Q9C0J8,1
AF096876.1,Q9C0J8,1
AF131215.3,P14866,1
AF131215.3,P55265,1
AF131215.3,Q9C0J8,1
AF131215.4,Q9C0J8,1
AF131215.6,Q9C0J8,1
AF230666.2,Q9C0J8,1
AGAP1-IT1,Q9C0J8,1
AGBL1-AS1,Q9C0J8,1
AGBL4-IT1,P14866,1
AGBL4-IT1,Q9C0J8,1
AGBL5-IT1,P55265,1
AIRN,Q9C0J8,1
AKT3-IT1,Q9C0J8,1
AL021068.1,Q9C0J8,1
AL021707.1,P14866,1
AL021707.1,Q9C0J8,1
AL022069.1,Q93062,1
AL022341.1,Q9C0J8,1
AL109763.1,Q9C0J8,1
AL137003.1,Q93062,1
AL137003.1,Q14103,1
AL139022.1,Q93062,1
AL139022.1,Q14103,1
AL139385.1,Q9C0J8,1
AL139819.1,P14866,1
AL139819.1,Q9C0J8,1
AL157871.2,Q9C0J8,1
AL162497.1,Q9C0J8,1
AL354696.2,Q93062,1
AL356740.1,P14866,1
AL356740.1,Q9C0J8,1
AL450992.2,Q9C0J8,1
AL512652.1,Q9C0J8,1
AL513327.1,Q9C0J8,1
AL589743.1,Q9C0J8,1
AL589986.2,Q9C0J8,1
AL590369.1,P55265,1
AL590369.1,Q9C0J8,1
AL592528.1,Q9C0J8,1
AL645568.1,Q93062,1
AL928654.1,Q9C0J8,1
ALDH1L1-AS1,Q9C0J8,1
ALDH1L1-AS2,Q9C0J8,1
ALG9-IT1,P14866,1
ALG9-IT1,Q9C0J8,1
ALKBH3-AS1,P55265,1
ALKBH3-AS1,Q9C0J8,1
ALMS1-IT1,P14866,1
ALMS1-IT1,Q9C0J8,1
AMMECR1-IT1,Q9C0J8,1
ANKRD10-IT1,P14866,1
ANKRD10-IT1,P55265,1
ANKRD10-IT1,Q9C0J8,1
ANKRD44-IT1,P14866,1
ANKRD44-IT1,P55265,1
ANKRD44-IT1,Q9C0J8,1
AP000221.1,Q9C0J8,1
AP000253.1,Q9C0J8,1
AP000265.1,Q9C0J8,1
AP000265.1,Q96PU8,1
AP000281.2,Q9C0J8,1
AP000345.2,Q9C0J8,1
AP000356.2,Q9C0J8,1
AP000432.2,Q9C0J8,1
AP000439.2,Q9C0J8,1
AP000442.1,Q9C0J8,1
AP000462.2,Q9C0J8,1
AP000477.2,Q9C0J8,1
AP000640.2,Q9C0J8,1
AP000770.1,Q9C0J8,1
AP000797.3,Q9C0J8,1
AP000936.1,P14866,1
AP000936.1,Q9C0J8,1
AP000962.2,Q9C0J8,1
AP000997.1,Q9C0J8,1
AP000997.2,Q9C0J8,1
AP001007.1,P14866,1
AP001029.1,Q9C0J8,1
AP001043.1,Q9C0J8,1
AP001057.1,Q9C0J8,1
AP001065.2,Q9C0J8,1
AP001172.2,Q9C0J8,1
AP001372.2,Q9C0J8,1
AP001429.1,Q9C0J8,1
AP001471.1,Q9C0J8,1
AP001619.2,Q9C0J8,1
AP001626.1,Q9C0J8,1
AP002381.2,Q9C0J8,1
AP002387.1,Q9C0J8,1
AP002478.2,Q93062,1
AP003025.2,Q9C0J8,1
AP003471.1,Q9C0J8,1
AP004550.1,Q9C0J8,1
AP005273.1,Q9C0J8,1
AP005530.1,Q9C0J8,1
AP006621.5,Q9C0J8,1
AP006748.1,Q9C0J8,1
AP4B1-AS1,P55265,1
AP4B1-AS1,Q9C0J8,1
AQP4-AS1,Q9C0J8,1
ARAP1-AS1,Q9C0J8,1
ARHGAP22-IT1,Q9C0J8,1
ARHGAP26-AS1,Q9C0J8,1
ARHGAP26-IT1,Q9C0J8,1
ARHGAP31-AS1,Q9C0J8,1
ARHGAP5-AS1,Q9C0J8,1
ARHGEF26-AS1,P55265,1
ARHGEF26-AS1,Q9C0J8,1
ARHGEF38-IT1,P55265,1
ARHGEF38-IT1,Q9C0J8,1
ARHGEF3-AS1,Q9C0J8,1
ARHGEF7-AS1,Q9C0J8,1
ARHGEF7-AS2,Q9C0J8,1
ARHGEF7-AS2,Q96PU8,1
ARHGEF7-IT1,Q9C0J8,1
ARHGEF9-IT1,Q9C0J8,1
ARMCX3-AS1,Q9C0J8,1
ASB16-AS1,Q9C0J8,1
ASH1L-AS1,Q9C0J8,1
ASH1L-IT1,Q9C0J8,1
ASMTL-AS1,P55265,1
ATP11A-AS1,Q9C0J8,1
ATP1B3-AS1,Q9C0J8,1
ATP2B2-IT2,Q9C0J8,1
ATP6V0E2-AS1,P55265,1
ATP6V0E2-AS1,Q9C0J8,1
ATXN8OS,P55265,1
ATXN8OS,Q9C0J8,1
B4GALT4-AS1,Q9C0J8,1
BACE1-AS,Q9C0J8,1
BACE2-IT1,Q9C0J8,1
BACH1-IT1,Q9C0J8,1
BACH1-IT2,Q9C0J8,1
BACH1-IT3,Q9C0J8,1
BCAR4,Q9C0J8,1
BCDIN3D-AS1,P55265,1
BCDIN3D-AS1,Q9C0J8,1
BDNF-AS,P55265,1
BDNF-AS,Q9C0J8,1
BHLHE40-AS1,Q9C0J8,1
BMS1P4,Q5T481,1
BOK-AS1,Q9C0J8,1
BOLA3-AS1,Q9C0J8,1
BPESC1,Q9C0J8,1
BREA2,Q86V81,1
BRWD1-AS1,Q9C0J8,1
BRWD1-IT1,P14866,1
BRWD1-IT1,Q9C0J8,1
BVES-AS1,Q9C0J8,1
C10orf91,Q9C0J8,1
C16orf97,P14866,1
C16orf97,Q9C0J8,1
C1orf143,Q9C0J8,1
C1RL-AS1,Q9C0J8,1
C21orf91-OT1,P14866,1
C21orf91-OT1,Q9C0J8,1
C22orf24,P14866,1
C22orf24,Q9C0J8,1
C22orf34,Q9C0J8,1
C3orf35,P14866,1
C3orf35,Q9C0J8,1
C5orf56,Q9C0J8,1
C5orf64,P14866,1
C5orf64,P55265,1
C5orf64,Q9C0J8,1
C8orf31,P55265,1
C8orf31,Q9C0J8,1
C9orf147,Q9C0J8,1
CACNA1C-AS1,P55265,1
CACNA1C-AS1,Q9C0J8,1
CACNA1C-AS3,Q9C0J8,1
CACNA1C-IT1,Q9C0J8,1
CACNA1C-IT3,P14866,1
CACNA1C-IT3,P55265,1
CACNA1C-IT3,Q9C0J8,1
CACNA1G-AS1,Q9C0J8,1
CACTIN-AS1,Q9C0J8,1
CADM2-AS1,Q9C0J8,1
CADM2-AS2,Q9C0J8,1
CAHM,Q9C0J8,1
CALML3-AS1,Q9C0J8,1
CAMTA1-IT1,Q9C0J8,1
CARS-AS1,Q9C0J8,1
CASC16,Q9C0J8,1
CASC2,Q9C0J8,1
CASC9,Q9C0J8,1
CASK-AS1,Q8TB72,1
CBR3-AS1,Q9C0J8,1
CCDC13-AS1,P55265,1
CCDC13-AS1,Q9C0J8,1
CCDC148-AS1,Q9C0J8,1
CCDC26,Q9C0J8,1
CCDC39-AS1,Q9C0J8,1
CD27-AS1,P55265,1
CD27-AS1,Q9C0J8,1
CDC42-IT1,P14866,1
CDC42-IT1,P55265,1
CDC42-IT1,Q9C0J8,1
CDKN2B-AS1,P55265,1
CDKN2B-AS1,Q9C0J8,1
CECR3,Q9C0J8,1
CELF2-AS2,Q9C0J8,1
CERS6-AS1,Q9C0J8,1
CFLAR-AS1,Q9C0J8,1
CHL1-AS1,Q9C0J8,1
CHODL-AS1,P55265,1
CHODL-AS1,Q9C0J8,1
CHRM3-AS2,Q9C0J8,1
CIRBP-AS1,Q9C0J8,1
CLDN10-AS1,P55265,1
CLDN10-AS1,Q9C0J8,1
CLLU1,P14866,1
CLLU1,Q9C0J8,1
CLRN1-AS1,P55265,1
CLRN1-AS1,Q9C0J8,1
CLYBL-AS1,Q9C0J8,1
CNTN4-AS1,Q9C0J8,1
CNTN4-AS2,P55265,1
CNTN4-AS2,Q9C0J8,1
CNTN4-AS2,Q93062,1
COL5A1-AS1,Q9C0J8,1
COX10-AS1,P55265,1
COX10-AS1,Q9C0J8,1
CPB2-AS1,P55265,1
CPB2-AS1,Q9C0J8,1
CPS1-IT1,Q5T481,1
CRNDE,Q9C0J8,1
CRNDE,Q5T481,1
CTC-338M12.4,Q9C0J8,1
CTC-338M12.4,Q96PU8,1
CTD-2194D22.4,Q9C0J8,1
CTD-2201I18.1,Q9C0J8,1
CTD-2270F17.1,P14866,1
CTD-2270F17.1,Q9C0J8,1
CTD-2297D10.2,Q9C0J8,1
CTD-3080P12.3,Q9C0J8,1
CYB561D2,P14866,1
CYB561D2,Q9C0J8,1
CYP1B1-AS1,Q9C0J8,1
CYP1B1-AS1,Q9UKA9,1
CYP4A22-AS1,Q9C0J8,1
DACT3-AS1,P55265,1
DACT3-AS1,Q9C0J8,1
DANCR,P55265,1
DANCR,Q9C0J8,1
DAOA-AS1,P55265,1
DAOA-AS1,Q9C0J8,1
DBH-AS1,Q9C0J8,1
DCTN1-AS1,Q9C0J8,1
DCUN1D2-AS,Q9C0J8,1
DDX11-AS1,Q9C0J8,1
DDX39B-AS1,Q9C0J8,1
DENND5B-AS1,P55265,1
DENND5B-AS1,Q9C0J8,1
DGUOK-AS1,Q9C0J8,1
DHRS4-AS1,Q9C0J8,1
DIAPH2-AS1,Q9C0J8,1
DIAPH3-AS1,P55265,1
DIAPH3-AS1,Q9C0J8,1
DIAPH3-AS2,P55265,1
DIAPH3-AS2,Q9C0J8,1
DICER1-AS1,P55265,1
DICER1-AS1,Q9C0J8,1
DICER1-AS1,Q96PU8,1
DIO2-AS1,P55265,1
DIO2-AS1,Q9C0J8,1
DIO3OS,Q9C0J8,1
DIP2A-IT1,Q9C0J8,1
DIRC3,P55265,1
DIRC3,Q9C0J8,1
DISC1FP1,Q9C0J8,1
DISC1-IT1,P14866,1
DISC1-IT1,P55265,1
DISC1-IT1,Q9C0J8,1
DLEU1,P55265,1
DLEU1,Q9C0J8,1
DLEU2,P55265,1
DLEU2,Q9C0J8,1
DLEU2,Q8TB72,1
DLEU2,Q93062,1
DLEU2,Q5T481,1
DLEU7-AS1,Q9C0J8,1
DLG1-AS1,Q9C0J8,1
DLGAP1-AS1,Q9C0J8,1
DLGAP1-AS2,Q9C0J8,1
DLGAP1-AS3,P55265,1
DLGAP1-AS3,Q9C0J8,1
DLGAP1-AS4,Q9C0J8,1
DLGAP1-AS5,Q9C0J8,1
DLX6-AS1,P55265,1
DLX6-AS1,Q9C0J8,1
DMD-AS3,Q9C0J8,1
DNAJB8-AS1,Q9C0J8,1
DNAJC27-AS1,P55265,1
DNAJC27-AS1,Q9C0J8,1
DNM1P35,Q6ZN17,1
DNM1P35,Q9C0J8,1
