ncID,tarID,Interaction
2DU4-C,2DU4-A,1
2DR2-B,2DR2-A,1
2AZX-C,2AZX-A,1
2PXE-B,2PXE-A,1
2BTE-E,2BTE-D,1
2X7N-A,2X7N-B,1
1U1Y-R,1U1Y-A,1
3CZ3-H,3CZ3-D,1
2BS1-R,2BS1-B,1
1RPU-C,1RPU-A,1
3MR8-W,3MR8-V,1
3KIX-V,3KIX-Y,1
3HUY-W,3HUY-V,1
2FMT-C,2FMT-B,1
2XFZ-V,2XFZ-Y,1
2WRK-V,2WRK-Y,1
1SJF-B,1SJF-A,1
1VBX-B,1VBX-A,1
1VBY-B,1VBY-A,1
2AZ0-C,2AZ0-A,1
2BNY-S,2BNY-C,1
2V0G-F,2V0G-A,1
3ID5-D,3ID5-A,1
2ANR-B,2ANR-A,1
2PJP-B,2PJP-A,1
1SER-T,1SER-B,1
2PXL-B,2PXL-A,1
1H4S-T,1H4S-A,1
1HVU-L,1HVU-K,1
1HVU-F,1HVU-A,1
1HVU-C,1HVU-D,1
1RKJ-B,1RKJ-A,1
1DZ5-C,1DZ5-A,1
2GTT-X,2GTT-T,1
2BU1-R,2BU1-C,1
2GTT-W,2GTT-D,1
2IZ9-R,2IZ9-C,1
2PXP-B,2PXP-A,1
2ZZN-D,2ZZN-A,1
1QU3-T,1QU3-A,1
1R9F-C,1R9F-A,1
2XLK-C,2XLK-A,1
1QFQ-A,1QFQ-B,1
1EFW-D,1EFW-B,1
1C0A-B,1C0A-A,1
2HVY-E,2HVY-A,1
2BS0-R,2BS0-C,1
3HAX-E,3HAX-A,1
2F8S-C,2F8S-A,1
2GO5-A,2GO5-W,1
2GO5-A,2GO5-B,1
2GO5-A,2GO5-2,1
2GO5-A,2GO5-1,1
2BX2-R,2BX2-L,1
1GTN-W,1GTN-L,1
1GTN-W,1GTN-C,1
1A1T-B,1A1T-A,1
1F7U-B,1F7U-A,1
2BS1-S,2BS1-C,1
3A6P-D,3A6P-C,1
3A6P-I,3A6P-F,1
1GAX-C,1GAX-A,1
1ZJW-B,1ZJW-A,1
3KIU-A,3KIU-Y,1
3HJY-D,3HJY-A,1
1R3E-D,1R3E-A,1
3HHN-E,3HHN-D,1
3HTX-C,3HTX-A,1
2PXT-B,2PXT-A,1
2I91-F,2I91-B,1
2ZH7-B,2ZH7-A,1
1EC6-D,1EC6-A,1
1WZ2-D,1WZ2-B,1
2ZZM-B,2ZZM-A,1
2C51-R,2C51-C,1
3G8S-R,3G8S-D,1
2B3J-E,2B3J-B,1
1LNG-B,1LNG-A,1
3DD2-B,3DD2-H,1
3DD2-B,3DD2-L,1
2R8S-R,2R8S-L,1
2PXQ-B,2PXQ-A,1
3KIS-X,3KIS-Y,1
1ZDK-S,1ZDK-B,1
2XB2-R,2XB2-S,1
2XB2-R,2XB2-X,1
1Q2R-E,1Q2R-D,1
2IZ8-S,2IZ8-C,1
1RY1-E,1RY1-D,1
1RY1-E,1RY1-C,1
2ZH2-B,2ZH2-A,1
2CT8-D,2CT8-B,1
2ZH6-B,2ZH6-A,1
1RY1-N,1RY1-D,1
1RY1-N,1RY1-C,1
2C4Q-R,2C4Q-B,1
1GTF-W,1GTF-L,1
2B2E-S,2B2E-C,1
2R92-P,2R92-B,1
2R92-P,2R92-A,1
1E7K-C,1E7K-B,1
1ZDK-R,1ZDK-A,1
1MFQ-A,1MFQ-C,1
1RY1-A,1RY1-W,1
1RY1-A,1RY1-B,1
1L9A-B,1L9A-A,1
2J37-A,2J37-W,1
2I91-D,2I91-A,1
2CZJ-H,2CZJ-G,1
3DEG-J,3DEG-C,1
2ZH8-B,2ZH8-A,1
3BO3-B,3BO3-A,1
3HHZ-R,3HHZ-N,1
1ZSE-R,1ZSE-A,1
3DKN-E,3DKN-A,1
2ZNI-C,2ZNI-A,1
2BQ5-S,2BQ5-C,1
3EGZ-B,3EGZ-A,1
2ZKO-C,2ZKO-A,1
2ZI0-D,2ZI0-B,1
1OOA-C,1OOA-A,1
1JBR-D,1JBR-B,1
3FOZ-D,3FOZ-B,1
2IZ9-S,2IZ9-C,1
3CUN-C,3CUN-A,1
3CUL-C,3CUL-A,1
2J0Q-E,2J0Q-T,1
2J0Q-E,2J0Q-A,1
3KS8-E,3KS8-A,1
2DR7-B,2DR7-A,1
2GIC-R,2GIC-E,1
2IPY-D,2IPY-A,1
3ICQ-E,3ICQ-C,1
3ICQ-E,3ICQ-U,1
2RKJ-O,2RKJ-N,1
3MOJ-A,3MOJ-B,1
1HJI-A,1HJI-B,1
1QRT-B,1QRT-A,1
1C9S-W,1C9S-F,1
2V3C-M,2V3C-D,1
2V3C-M,2V3C-A,1
2WH1-V,2WH1-Y,1
2ZXU-C,2ZXU-A,1
2ANN-B,2ANN-A,1
1ZDH-S,1ZDH-B,1
3HAY-E,3HAY-A,1
2ZUF-B,2ZUF-A,1
2IZN-S,2IZN-C,1
3HJW-D,3HJW-A,1
2C4Y-R,2C4Y-A,1
1TTT-D,1TTT-B,1
1ML5-B,1ML5-Z,1
3DEG-A,3DEG-C,1
1TTT-D,1TTT-A,1
1SZ1-F,1SZ1-B,1
1ZO1-F,1ZO1-I,1
3ADC-C,3ADC-A,1
2F8T-D,2F8T-A,1
2IHX-B,2IHX-A,1
3A6P-I,1DRZ-A,0
3CW1-X,2R93-B,0
3CW1-V,2R93-A,0
1XOK-A,1VFG-A,0
1DRZ-B,1JBT-A,0
2R93-R,1EC6-B,0
1XOK-A,1F8V-C,0
2R93-R,1F8V-E,0
2R93-R,3CW1-G,0
2R93-R,3CW1-B,0
2R93-R,3CW1-T,0
2R93-R,3CW1-P,0
2R93-R,3CW1-Y,0
2R93-R,3CW1-2,0
2R93-R,3CW1-5,0
1XOK-A,3CW1-K,0
1XOK-A,3CW1-J,0
2R93-R,3CW1-9,0
2R93-R,1HQ1-A,0
3A6P-I,1DUL-A,0
1XOK-A,2NQP-C,0
2R93-R,2AZ2-A,0
2R93-R,2HGH-A,0
3CW1-X,2R92-B,0
3CW1-V,2R92-B,0
3CW1-V,2R92-A,0
3CW1-X,2R92-A,0
3A6P-I,2B2D-C,0
1WZ2-D,2B2D-C,0
2R93-R,2IZN-A,0
1XOK-A,1R3E-A,0
1HJI-A,1R3E-A,0
1QFQ-A,1R3E-A,0
1XOK-A,3KS8-A,0
1HJI-A,3KS8-A,0
3A6P-I,2B2E-C,0
1WZ2-D,2B2E-C,0
2R93-R,2XFZ-Y,0
2R92-T,2XFZ-Y,0
1XOK-A,2WRI-Y,0
1XOK-A,1ZE2-B,0
1XOK-A,1ZE2-A,0
2R93-R,3MUM-P,0
2R93-R,3MUR-P,0
1HJI-A,1X1L-X,0
1DRZ-B,1RPU-B,0
1HJI-A,2ZH4-A,0
1HJI-A,2PLY-A,0
3A6P-I,1WSU-A,0
2R93-R,1URN-C,0
1HJI-A,2ZH3-A,0
3A6P-I,2JPP-B,0
1WZ2-D,2JPP-B,0
1HJI-A,2WRN-Z,0
3A6P-I,3CZ3-A,0
1HJI-A,2CV1-B,0
3A6P-I,3CZ3-B,0
3A6P-I,1AQ4-C,0
3A6P-I,2C4Y-C,0
2R93-R,1FJE-B,0
1HJI-A,3KFU-H,0
1HJI-A,3KFU-B,0
1QFQ-A,3KFU-F,0
2R93-R,3KFU-G,0
1QFQ-A,1QZW-A,0
1QFQ-A,2DLC-X,0
2R92-T,1ZDH-A,0
2R92-T,1P6V-C,0
1DRZ-B,2GJE-D,0
1DRZ-B,2GJE-A,0
1WZ2-D,2IZ8-A,0
1QFQ-A,2WYY-J,0
1QFQ-A,2FK6-A,0
1DRZ-B,1Q2R-C,0
1QFQ-A,3DEG-C,0
1L1C-C,3DEG-C,0
1F6U-B,3DEG-C,0
1A1T-B,3DEG-C,0
2R92-T,1A9N-D,0
2R92-T,1A9N-A,0
1QFQ-A,2IY3-A,0
1WZ2-D,2PXV-A,0
2R92-T,1URN-A,0
1GTN-W,3HTX-D,0
1QFQ-A,3CIY-A,0
2R92-T,3KTV-B,0
1QFQ-A,2D6F-D,0
1DRZ-B,3HJY-A,0
1VFG-C,3HJY-A,0
1WZ2-D,2C50-A,0
1F6U-B,1H3E-A,0
1WZ2-D,1F6U-A,0
2R92-T,2J0Q-I,0
1L1C-C,2J0Q-B,0
2R92-T,1AUD-A,0
2R92-T,1JID-A,0
1DRZ-B,1KOG-D,0
1L1C-C,1ZBH-D,0
1DRZ-B,1Q2S-A,0
1DRZ-B,2NUF-A,0
1DRZ-B,2B3J-C,0
1VFG-C,2B3J-C,0
2R92-T,2XLJ-A,0
1VFG-C,2DER-B,0
2R92-T,3IAB-A,0
2R92-T,3IAB-B,0
2R92-T,2XLI-A,0
1WZ2-D,1ZDI-A,0
1VFG-C,3EPL-B,0
1F6U-B,2JEA-B,0
1F6U-B,2JEA-A,0
2R92-T,1U1Y-B,0
1A1T-B,2CSX-A,0
2R92-T,1RY1-D,0
2B63-R,1RY1-D,0
2R92-P,1RY1-D,0
2R92-T,1RY1-C,0
2B63-R,1RY1-C,0
2R92-P,1RY1-C,0
1WZ2-D,5MSF-C,0
1L1C-C,3FOZ-B,0
1F6U-B,3FOZ-B,0
1VFG-C,1JBR-A,0
1WZ2-D,2FY1-A,0
3HTX-E,2C4Z-A,0
1L1C-C,1QF6-A,0
1L1C-C,2AKE-A,0
2IHX-B,3FTF-A,0
1L1C-C,2B9M-Y,0
2R92-T,2XLK-B,0
1GTN-W,2IY5-B,0
1A1T-B,1EIY-A,0
1L1C-C,3HL2-B,0
3HTX-E,1T4L-B,0
3HTX-E,3CZ3-D,0
3HTX-C,3CZ3-D,0
1VFG-C,2OB7-B,0
3HTX-E,1AQ3-C,0
3HTX-C,1AQ3-C,0
2R92-T,2IZM-C,0
2B63-R,2IZM-C,0
2R92-T,2C51-C,0
2B63-R,2C51-C,0
1L1C-C,1J2B-B,0
1L1C-C,2ZH9-A,0
1VFG-C,3BOY-C,0
3HTX-E,5MSF-A,0
2B63-R,2AZ2-B,0
2B63-R,3IWN-D,0
1VFG-C,2DRA-A,0
3HTX-E,2F8K-A,0
1VFG-C,1K8W-A,0
1QU3-T,1U6P-A,0
1U6P-B,1EXD-A,0
1VFG-C,2GJW-C,0
1U6P-B,3DKN-A,0
1F6U-B,3DKN-A,0
1A1T-B,3DKN-A,0
1F6U-B,3AKZ-B,0
1F6U-B,3AL0-B,0
1U6P-B,3AL0-C,0
3HTX-E,2BU1-C,0
3HTX-C,2BU1-C,0
2B63-R,2BS0-C,0
2R92-P,2BS0-C,0
2B63-R,2J0S-T,0
1F6U-B,2J0S-A,0
2B63-R,1XOK-C,0
3HTX-E,1L1C-A,0
2B63-R,2BQ5-A,0
2B63-R,2PXF-A,0
1F6U-B,3A2K-B,0
1JBT-C,2GJW-B,0
3HTX-E,2ESE-A,0
2B63-R,3IVK-B,0
1JBT-C,2DR5-A,0
2B63-R,2OJ3-A,0
3CW1-X,2B63-B,0
3CW1-V,2B63-A,0
3HTX-E,1AQ4-A,0
3HTX-C,1EKZ-A,0
3HTX-C,1ZDI-B,0
1U6P-B,2W2H-A,0
2B63-R,2W2H-D,0
1A1T-B,1J1U-A,0
1A1T-B,1B23-P,0
1A1T-B,1U0B-B,0
1JBT-C,2NUE-B,0
1A1T-B,2NR0-C,0
2B63-R,2EZ6-A,0
3CZ3-E,1ZBH-A,0
1A1T-B,3D5C-X,0
2B63-R,2B6G-A,0
1A1T-B,3EQ4-X,0
2B63-R,2AZ0-B,0
2AZ2-C,1IL2-A,0
1U6P-B,1ASZ-B,0
1JBT-C,2B64-Y,0
1JBT-C,1Q2S-B,0
3HTX-C,2PXU-A,0
1U6P-B,2ZH1-A,0
3HTX-C,2C4Z-C,0
2B63-R,3A6P-H,0
3CW1-X,3A6P-F,0
1GTN-W,3A6P-F,0
1JBT-C,2B3J-A,0
3HTX-C,2B2G-C,0
1JBT-C,2B2G-C,0
3HTX-C,2C4Q-C,0
1U6P-B,2AB4-A,0
1U6P-B,3EQ3-X,0
1JBT-C,2RFK-A,0
1U6P-B,2WYY-F,0
3HTX-C,2BNY-B,0
1QU3-T,1M5K-C,0
1U6P-B,2J28-9,0
2B63-R,1E8S-B,0
2B63-R,1E8S-A,0
2R92-P,3K0J-D,0
2R92-P,2OZB-D,0
2IHX-B,2OZB-B,0
1JBT-C,1R9F-A,0
1DUL-B,1R9F-A,0
1JBT-C,2XB2-T,0
1DUL-B,2XB2-A,0
1DUL-B,2DRB-A,0
1DUL-B,1OB5-C,0
1QU3-T,2C50-C,0
2JPP-D,2ZHB-A,0
2R92-P,1URN-B,0
2R92-P,3KTW-A,0
2IHX-B,2DU4-A,0
1DUL-B,2DR2-A,0
3CZ3-E,2AZX-A,0
1QU3-T,2PXE-A,0
1GTN-W,2BTE-D,0
2R92-P,2X7N-B,0
2R92-P,1U1Y-A,0
2R92-P,2BS1-B,0
1DUL-B,1RPU-A,0
1DUL-B,3MR8-V,0
1QU3-T,3KIX-Y,0
2R92-P,3HUY-V,0
1DUL-B,2FMT-B,0
2IHX-B,2WRK-Y,0
2R92-P,1SJF-A,0
1QU3-T,1VBX-A,0
1QU3-T,1VBY-A,0
2R92-P,2AZ0-A,0
1QU3-T,2BNY-C,0
1GTN-W,2V0G-A,0
2IHX-B,3ID5-A,0
2R92-P,2ANR-A,0
2R92-P,2PJP-A,0
2IHX-B,1SER-B,0
1QU3-T,2PXL-A,0
2IHX-B,1H4S-A,0
1DUL-B,1HVU-K,0
2AZ2-C,1HVU-A,0
2AZ2-C,1HVU-D,0
1DUL-B,1RKJ-A,0
2R92-P,1DZ5-A,0
3CZ3-E,2GTT-T,0
3CZ3-E,2GTT-D,0
1QU3-T,2IZ9-C,0
2NQP-F,2IZ9-C,0
2BTE-E,2PXP-A,0
2NQP-F,2ZZN-A,0
1GTN-W,1QU3-A,0
2R92-P,2XLK-A,0
3AL0-E,1QFQ-B,0
3MOJ-A,1EFW-B,0
2IHX-B,1C0A-A,0
2NQP-F,2HVY-A,0
2IHX-B,3HAX-A,0
2AZ2-C,2F8S-A,0
2R92-P,2GO5-W,0
2R92-P,2GO5-B,0
2R92-P,2GO5-2,0
2IPY-D,2GO5-1,0
2IHX-B,2BX2-L,0
2BTE-E,1GTN-L,0
2BTE-E,1GTN-C,0
2IPY-D,1A1T-A,0
1GTN-W,1F7U-A,0
2IPY-D,2BS1-C,0
2IPY-D,3A6P-C,0
1GTN-W,1GAX-A,0
2JPP-D,1ZJW-A,0
2BTE-E,3KIU-Y,0
2BTE-E,3HHN-D,0
1GTN-W,3HTX-A,0
2BTE-E,2PXT-A,0
2JPP-D,2I91-B,0
2NQP-F,2ZH7-A,0
1GAX-C,1EC6-A,0
1GTN-W,1WZ2-B,0
2NQP-F,2ZZM-A,0
2IPY-D,3G8S-D,0
2NQP-F,2B3J-B,0
2BTE-E,1LNG-A,0
2NQP-F,3DD2-H,0
3AL0-E,3DD2-L,0
2NQP-F,2R8S-L,0
2BTE-E,2PXQ-A,0
2BTE-E,3KIS-Y,0
2NQP-F,1ZDK-B,0
2NQP-F,2XB2-S,0
2B2D-S,2XB2-X,0
3CZ3-E,1Q2R-D,0
2IPY-D,2IZ8-C,0
2B2D-S,2ZH2-A,0
2JPP-D,2CT8-B,0
2JPP-D,2ZH6-A,0
2B2D-S,2C4Q-B,0
2BTE-E,1GTF-L,0
2B2D-S,1E7K-B,0
2B2D-S,1ZDK-A,0
2B2D-S,1MFQ-C,0
2V0G-F,1RY1-W,0
2IPY-D,1RY1-B,0
2V0G-F,1L9A-A,0
3CZ3-E,2J37-W,0
2JPP-D,2I91-A,0
2B2D-S,2CZJ-G,0
2B2D-S,2ZH8-A,0
2V0G-F,3BO3-A,0
2B2D-S,3HHZ-N,0
2IPY-D,1ZSE-A,0
2JPP-D,2ZNI-A,0
2IPY-D,2BQ5-C,0
2IPY-D,3EGZ-A,0
2V0G-F,2ZKO-A,0
2V0G-F,2ZI0-B,0
3CZ3-E,1OOA-A,0
2B2D-S,1JBR-B,0
2V0G-F,3CUN-A,0
2V0G-F,3CUL-A,0
2V0G-F,2J0Q-T,0
2JPP-D,2J0Q-A,0
2B2E-R,2DR7-A,0
2B2E-R,2GIC-E,0
2AZ2-C,2IPY-A,0
2V0G-F,3ICQ-C,0
1GTN-W,3ICQ-U,0
3CZ3-E,2RKJ-N,0
2V0G-F,3MOJ-B,0
3AL0-E,1HJI-B,0
2JPP-D,1QRT-A,0
1GAX-C,1C9S-F,0
2B2E-R,2V3C-D,0
1GAX-C,2V3C-A,0
2B2E-R,2WH1-Y,0
2B2E-R,2ZXU-A,0
2B2E-R,2ANN-A,0
2B2E-R,1ZDH-B,0
2AZ2-C,3HAY-A,0
1GTN-W,2ZUF-A,0
1GAX-C,2IZN-C,0
2B2E-R,3HJW-A,0
2B2E-R,2C4Y-A,0
2B2E-R,1TTT-B,0
2JPP-D,1ML5-Z,0
1ZE2-D,1TTT-A,0
2JPP-C,1SZ1-B,0
3CZ3-E,1ZO1-I,0
1ZE2-D,3ADC-A,0
2AZ2-C,2F8T-A,0
2IY5-T,2IHX-A,0
