ncID,tarID,Interaction
n267727,Q05C33,1
n267729,Q4VA08,1
n267743,Q05C33,1
n267792,Q4VA08,1
n267800,Q05C33,1
n267810,Q05C33,1
n267817,Q05C33,1
n267823,Q05C33,1
n267824,Q05C33,1
n267878,Q05C33,1
n267909,Q05C33,1
n267929,Q4VA08,1
n267941,Q05C33,1
n267941,Q4VA08,1
n267983,Q05C33,1
n267990,Q4VA08,1
n267991,Q05C33,1
n268040,Q05C33,1
n268062,P41230,1
n268062,Q2YDW7,1
n268062,Q7TPM0,1
n268062,Q8CHK4,1
n268063,Q05C33,1
n268070,Q05C33,1
n268098,Q4VA08,1
n268102,Q05C33,1
n268103,I6L9I7,1
n268103,O54864,1
n268103,O88974,1
n268103,Q2YDW7,1
n268103,Q7TPM0,1
n268110,Q05C33,1
n268154,Q05C33,1
n268158,Q4VA08,1
n268168,Q4VA08,1
n268178,Q05C33,1
n268206,Q4VA08,1
n268252,Q4VA08,1
n268260,Q4VA08,1
n268281,Q4VA08,1
n268286,Q05C33,1
n268292,Q05C33,1
n268318,Q05C33,1
n268336,Q4VA08,1
n268344,Q05C33,1
n268351,Q05C33,1
n268366,P84104,1
n268386,Q05C33,1
n268393,Q05C33,1
n268410,Q05C33,1
n268421,Q05C33,1
n268433,Q4VA08,1
n268434,Q61188,1
n268450,Q05C33,1
n268463,Q4VA08,1
n268527,Q05C33,1
n268548,Q4VA08,1
n268566,P61965,1
n268566,P97474,1
n268566,Q61080,1
n268566,Q61188,1
n268566,Q80U70,1
n268600,Q05C33,1
n268600,Q4VA08,1
n268622,Q05C33,1
n268627,Q05C33,1
n268628,Q05C33,1
n268648,Q05C33,1
n268650,Q4VA08,1
n268670,Q05C33,1
n268680,Q4VA08,1
n268743,Q05C33,1
n268781,Q05C33,1
n268784,Q4VA08,1
n268793,Q05C33,1
n268815,Q4VA08,1
n268826,Q4VA08,1
n268836,Q05C33,1
n268841,Q4VA08,1
n268850,Q05C33,1
n268855,Q05C33,1
n268866,Q4VA08,1
n268888,Q05C33,1
n268947,Q05C33,1
n268949,Q4VA08,1
n268950,Q05C33,1
n268966,Q4VA08,1
n268973,Q05C33,1
n268984,I6L9I7,1
n268984,P41230,1
n268984,Q80U70,1
n268984,Q80Y84,1
n268984,Q9CQJ4,1
n269034,Q05C33,1
n269064,Q05C33,1
n269067,Q05C33,1
n269085,Q05C33,1
n269111,Q4VA08,1
n269140,Q4VA08,1
n269160,Q05C33,1
n269201,Q05C33,1
n269250,Q05C33,1
n269255,Q05C33,1
n269255,Q4VA08,1
n269262,Q05C33,1
n269288,Q4VA08,1
n269290,Q05C33,1
n269312,Q4VA08,1
n269340,Q05C33,1
n269349,Q4VA08,1
n269358,Q05C33,1
n269358,Q4VA08,1
n269390,Q4VA08,1
n269419,Q4VA08,1
n269421,Q4VA08,1
n269425,Q4VA08,1
n269437,Q4VA08,1
n269440,Q4VA08,1
n269451,Q4VA08,1
n269457,Q05C33,1
n269472,Q05C33,1
n269515,Q4VA08,1
n269538,Q05C33,1
n269555,Q05C33,1
n269565,Q05C33,1
n269569,Q05C33,1
n269570,Q05C33,1
n269581,Q05C33,1
n269584,Q05C33,1
n269586,Q4VA08,1
n269590,Q05C33,1
n269610,Q4VA08,1
n269615,Q4VA08,1
n269625,Q4VA08,1
n269634,Q4VA08,1
n269636,Q05C33,1
n269640,Q05C33,1
n269655,Q05C33,1
n269655,Q4VA08,1
n269668,Q05C33,1
n269723,Q05C33,1
n269733,Q4VA08,1
n269743,P84104,1
n269743,Q8CJG0,1
n269743,Q8VE97,1
n269761,Q05C33,1
n269762,Q4VA08,1
n269789,Q4VA08,1
n269817,Q05C33,1
n269830,Q4VA08,1
n269869,Q05C33,1
n269891,Q05C33,1
n269901,Q8CJG0,1
n269902,Q4VA08,1
n269922,Q05C33,1
n269926,Q4VA08,1
n269951,Q4VA08,1
n269999,Q4VA08,1
n270061,Q05C33,1
n270185,Q05C33,1
n270185,Q4VA08,1
n270209,Q05C33,1
n270237,Q05C33,1
n270333,Q4VA08,1
n270436,Q4VA08,1
n270457,Q05C33,1
n270485,Q05C33,1
n270487,Q05C33,1
n270505,O54864,1
n270505,O88974,1
n270539,Q4VA08,1
n270550,Q4VA08,1
n270567,Q05C33,1
n270573,Q05C33,1
n270596,Q61188,1
n270598,Q05C33,1
n270601,Q4VA08,1
n270616,Q4VA08,1
n270627,Q4VA08,1
n270637,Q4VA08,1
n270643,Q4VA08,1
n270653,Q4VA08,1
n270688,Q05C33,1
n270690,Q05C33,1
n270696,Q05C33,1
n270696,Q4VA08,1
n270697,Q4VA08,1
n270712,Q05C33,1
n270732,Q05C33,1
n270755,Q4VA08,1
n270765,Q4VA08,1
n270795,Q05C33,1
n270820,Q05C33,1
n270826,Q05C33,1
n270830,Q05C33,1
n270858,I6L9I7,1
n270858,Q00899,1
n270858,Q8CHK4,1
n270887,Q4VA08,1
n270905,Q05C33,1
n270913,Q4VA08,1
n270914,Q4VA08,1
n270945,Q05C33,1
n270945,Q4VA08,1
n270960,Q4VA08,1
n270965,Q05C33,1
n270970,Q05C33,1
n270979,Q4VA08,1
n270988,Q4VA08,1
n271011,Q05C33,1
n271011,Q4VA08,1
n271049,Q05C33,1
n271076,Q4VA08,1
n271077,Q05C33,1
n271081,Q4VA08,1
n271091,Q05C33,1
n271131,Q4VA08,1
n271140,Q4VA08,1
n271162,Q05C33,1
n271192,Q4VA08,1
n271254,Q05C33,1
n271260,Q4VA08,1
n271269,Q05C33,1
n271270,Q05C33,1
n271273,Q05C33,1
n271277,Q05C33,1
n271283,Q05C33,1
n271302,Q4VA08,1
n271316,Q05C33,1
n271347,Q05C33,1
n271352,Q05C33,1
n271364,Q05C33,1
n271375,Q4VA08,1
n271388,Q05C33,1
n271402,Q05C33,1
n271408,Q05C33,1
n271449,Q05C33,1
n271454,Q05C33,1
n271459,Q4VA08,1
n271462,Q8VE97,1
n271471,Q4VA08,1
n271477,Q05C33,1
n271477,Q4VA08,1
n271481,Q05C33,1
n271489,Q05C33,1
n271495,Q05C33,1
n271498,Q4VA08,1
n271506,Q05C33,1
n271540,Q05C33,1
n271568,Q05C33,1
n271569,Q05C33,1
n271601,Q05C33,1
n271624,Q05C33,1
n271637,Q4VA08,1
n271643,Q05C33,1
n271644,Q05C33,1
n271659,Q4VA08,1
n271671,Q05C33,1
n271681,Q05C33,1
n271683,Q05C33,1
n271684,Q05C33,1
n271730,Q4VA08,1
n271742,Q05C33,1
n271748,Q05C33,1
n271769,Q05C33,1
n271776,Q4VA08,1
n271812,Q05C33,1
n271815,Q05C33,1
n271815,Q4VA08,1
n271826,Q05C33,1
n271828,Q05C33,1
n271843,Q05C33,1
n271843,Q4VA08,1
n271858,Q4VA08,1
n271859,Q4VA08,1
n271869,Q4VA08,1
n271880,Q4VA08,1
n271881,Q05C33,1
n271888,Q05C33,1
n271907,Q05C33,1
n271916,Q05C33,1
n271918,Q05C33,1
n271929,Q4VA08,1
n271944,Q05C33,1
n271949,Q4VA08,1
n271961,Q05C33,1
n271968,Q05C33,1
n271973,Q05C33,1
n272000,Q05C33,1
n272004,Q05C33,1
n272014,Q05C33,1
n272014,Q4VA08,1
n272021,Q4VA08,1
n272030,Q4VA08,1
n272072,Q05C33,1
n272083,Q4VA08,1
n272087,Q05C33,1
n272087,Q4VA08,1
n272095,Q05C33,1
n272098,Q4VA08,1
n272107,Q4VA08,1
n272113,Q05C33,1
n272119,Q05C33,1
n272119,Q4VA08,1
n272120,Q4VA08,1
n272135,Q05C33,1
n272135,Q4VA08,1
n272159,Q05C33,1
n272168,Q05C33,1
n272173,Q05C33,1
n272174,Q4VA08,1
n272178,Q4VA08,1
n272183,Q05C33,1
n272206,Q05C33,1
n272206,Q4VA08,1
n272208,Q05C33,1
n272216,Q05C33,1
n272243,Q4VA08,1
n272244,Q4VA08,1
n272261,Q05C33,1
n272268,Q05C33,1
n272286,Q05C33,1
n272287,Q05C33,1
n272379,Q05C33,1
n272385,Q05C33,1
n272386,Q05C33,1
n272392,Q05C33,1
n272424,Q4VA08,1
n272428,Q05C33,1
n272431,Q05C33,1
n272441,Q4VA08,1
n272444,Q4VA08,1
n272445,Q05C33,1
n272445,Q4VA08,1
n272502,Q05C33,1
n272525,Q4VA08,1
n272533,Q05C33,1
n272535,O09106,1
n272535,O88974,1
n272535,Q7TPM0,1
n272546,P84104,1
n272546,Q8CJG0,1
n272546,Q8VE97,1
n272569,Q05C33,1
n272576,Q8VE97,1
n272581,Q4VA08,1
n272587,Q4VA08,1
n272632,Q05C33,1
n272656,Q05C33,1
n272668,Q05C33,1
n272675,Q05C33,1
n272679,Q05C33,1
n272692,Q05C33,1
n272708,Q05C33,1
n272767,Q4VA08,1
n272768,Q05C33,1
n272768,Q4VA08,1
n272804,Q05C33,1
n272806,Q4VA08,1
n272822,Q05C33,1
n272838,P84104,1
n272838,Q05C33,1
n272838,Q8VE97,1
n272841,Q05C33,1
n272878,O88974,1
n272878,P41230,1
n272878,Q80U70,1
n272887,Q05C33,1
n272913,Q05C33,1
n272913,Q4VA08,1
n272926,Q4VA08,1
n272927,Q05C33,1
n272937,Q05C33,1
n272943,Q4VA08,1
n272989,Q4VA08,1
n272997,Q4VA08,1
n272999,Q8VE97,1
n273012,Q05C33,1
n273033,Q05C33,1
n273069,Q4VA08,1
n273081,Q4VA08,1
n273133,Q05C33,1
n273140,Q05C33,1
n273269,Q05C33,1
n273296,Q05C33,1
n273329,Q05C33,1
n273416,Q05C33,1
n273429,Q4VA08,1
n273432,Q4VA08,1
n273443,Q05C33,1
n273506,Q4VA08,1
n273508,Q4VA08,1
n273513,Q05C33,1
n273529,Q05C33,1
n273547,Q05C33,1
n273558,Q05C33,1
n273613,Q05C33,1
n273619,O54864,1
n273619,O88974,1
n273619,P41230,1
n273619,Q00899,1
n273619,Q80Y84,1
n273619,Q9CQJ4,1
n273625,Q05C33,1
n273643,Q05C33,1
n273652,Q4VA08,1
n273673,Q05C33,1
n273673,Q4VA08,1
n273691,Q05C33,1
n273694,Q05C33,1
n273699,Q05C33,1
n273702,Q05C33,1
n273704,Q4VA08,1
n273709,Q05C33,1
n273711,Q05C33,1
n273720,Q4VA08,1
n273731,Q05C33,1
n273737,Q05C33,1
n273739,Q05C33,1
n273739,Q4VA08,1
n273783,Q4VA08,1
n273794,Q4VA08,1
n273834,Q05C33,1
n273836,I6L9I7,1
n273836,Q00899,1
n273836,Q7TPM0,1
n273836,Q80U70,1
n273857,Q4VA08,1
n273923,Q05C33,1
n273938,Q4VA08,1
n273946,Q05C33,1
n273947,Q05C33,1
n273955,Q4VA08,1
n274008,Q05C33,1
n274025,Q4VA08,1
n274037,Q05C33,1
n274038,Q4VA08,1
n274040,Q05C33,1
n274061,Q05C33,1
n274076,Q05C33,1
n274080,Q05C33,1
n274080,Q4VA08,1
n274101,Q4VA08,1
n274126,Q4VA08,1
n274129,Q05C33,1
n274171,Q05C33,1
n274205,Q05C33,1
n274221,Q05C33,1
n274221,Q4VA08,1
n274238,Q05C33,1
n274266,Q61188,1
n274274,Q05C33,1
n274289,Q4VA08,1
n274293,Q4VA08,1
n274308,Q4VA08,1
n274314,Q4VA08,1
n274365,Q05C33,1
n274370,Q05C33,1
n274378,Q4VA08,1
n274395,Q05C33,1
n274408,Q05C33,1
n274431,Q4VA08,1
n274453,Q05C33,1
n274468,I6L9I7,1
n274495,Q05C33,1
n274521,Q4VA08,1
n274579,Q05C33,1
n274583,Q05C33,1
n274584,Q05C33,1
n274584,Q4VA08,1
n274612,Q05C33,1
n274625,Q05C33,1
n274628,Q4VA08,1
n274638,Q05C33,1
n274647,Q4VA08,1
n274658,Q05C33,1
n274661,Q4VA08,1
n274688,Q4VA08,1
n274689,Q4VA08,1
n274690,Q05C33,1
n274690,Q4VA08,1
n274700,Q05C33,1
n274710,Q05C33,1
n274719,Q05C33,1
n274723,Q05C33,1
n274741,Q4VA08,1
n274772,Q05C33,1
n274788,Q05C33,1
n274817,Q05C33,1
n274837,Q4VA08,1
n274841,Q05C33,1
n274875,Q4VA08,1
n274878,Q05C33,1
n274880,Q4VA08,1
n274891,Q4VA08,1
n274917,Q05C33,1
n274929,Q4VA08,1
n274932,Q05C33,1
n274943,Q05C33,1
n274947,Q05C33,1
n274956,Q05C33,1
n274997,Q05C33,1
n274997,Q4VA08,1
n274998,Q4VA08,1
n275006,Q4VA08,1
n275018,Q05C33,1
n275029,Q05C33,1
n275043,Q05C33,1
n275050,Q05C33,1
n275061,Q4VA08,1
n275062,Q05C33,1
n275066,Q05C33,1
n275068,Q05C33,1
n275076,Q05C33,1
n275106,Q8CJG0,1
n275113,Q05C33,1
n275140,Q4VA08,1
n275144,Q05C33,1
n275144,Q4VA08,1
n275153,Q4VA08,1
n275154,Q05C33,1
n275156,Q05C33,1
n275163,Q05C33,1
n275171,Q05C33,1
n275218,Q05C33,1
n275239,Q4VA08,1
n275254,Q05C33,1
n275266,Q4VA08,1
n275272,Q05C33,1
n275290,Q05C33,1
n275293,Q05C33,1
n275296,Q4VA08,1
n275316,Q05C33,1
n275328,Q05C33,1
n275335,Q05C33,1
n275336,Q4VA08,1
n275357,Q05C33,1
n275361,Q05C33,1
n275407,Q05C33,1
n275425,Q05C33,1
n275447,Q05C33,1
n275449,Q05C33,1
n275454,Q05C33,1
n275463,Q05C33,1
n275463,Q4VA08,1
n275479,Q05C33,1
n275503,Q05C33,1
n275527,Q05C33,1
n275534,Q05C33,1
n275550,Q05C33,1
n275559,Q4VA08,1
n275609,Q4VA08,1
n275622,Q4VA08,1
n275643,Q4VA08,1
n275648,Q05C33,1
n275661,Q05C33,1
n275661,Q4VA08,1
n275690,Q4VA08,1
n275695,Q05C33,1
n275701,Q05C33,1
n275706,Q05C33,1
n275711,Q4VA08,1
n275712,Q8CJG0,1
n275713,Q05C33,1
n275729,Q05C33,1
n275755,Q05C33,1
n275760,Q05C33,1
n275777,Q4VA08,1
n275785,Q05C33,1
n275811,Q4VA08,1
n275833,P84104,1
n275833,Q8VE97,1
n275837,Q4VA08,1
n275845,Q05C33,1
n275858,Q4VA08,1
n275861,Q05C33,1
n275907,Q05C33,1
n275917,Q4VA08,1
n275947,Q4VA08,1
n276009,Q05C33,1
n276034,Q4VA08,1
n276037,Q05C33,1
n276041,Q05C33,1
n276044,Q05C33,1
n276044,Q4VA08,1
n276061,Q05C33,1
n276061,Q4VA08,1
n276093,Q05C33,1
n276105,Q4VA08,1
n276118,Q4VA08,1
n276123,Q05C33,1
n276124,Q05C33,1
n276126,Q05C33,1
n276157,Q4VA08,1
n276179,Q05C33,1
n276198,Q05C33,1
n276216,Q05C33,1
n276224,Q4VA08,1
n276235,Q05C33,1
n276251,Q05C33,1
n276254,Q05C33,1
n276259,Q05C33,1
n276263,Q05C33,1
n276263,Q4VA08,1
n276268,Q05C33,1
n276276,Q8CJG0,1
n276280,Q05C33,1
n276280,Q4VA08,1
n276297,Q05C33,1
n276298,Q05C33,1
n276317,Q4VA08,1
n276318,Q4VA08,1
n276326,Q05C33,1
n276378,Q05C33,1
n276380,Q05C33,1
n276396,Q05C33,1
n276401,Q61188,1
n276405,Q4VA08,1
n276429,Q05C33,1
n276455,Q4VA08,1
n276457,Q05C33,1
n276461,Q05C33,1
n276505,Q05C33,1
n276517,Q4VA08,1
n276537,Q4VA08,1
n276562,Q05C33,1
n276573,Q4VA08,1
n276574,Q05C33,1
n276579,Q05C33,1
n276591,Q05C33,1
n276607,Q05C33,1
n276608,Q05C33,1
n276635,Q05C33,1
n276658,Q05C33,1
n276675,Q05C33,1
n276679,Q05C33,1
n276728,Q05C33,1
n276746,Q4VA08,1
n276748,Q05C33,1
n276748,Q4VA08,1
n276780,O88974,1
n276780,Q2YDW7,1
n276780,Q7TPM0,1
n276846,Q05C33,1
n276901,Q05C33,1
n276926,Q05C33,1
n276926,Q4VA08,1
n276931,Q05C33,1
n276931,Q4VA08,1
n276952,Q4VA08,1
n276983,Q4VA08,1
n276997,Q05C33,1
n277016,Q05C33,1
n277027,Q4VA08,1
n277121,Q05C33,1
n277156,Q05C33,1
n277157,Q05C33,1
n277159,Q05C33,1
n277169,Q05C33,1
n277173,Q05C33,1
n277177,Q05C33,1
n277212,Q4VA08,1
n277224,Q05C33,1
n277224,Q8CJG0,1
n277243,Q05C33,1
n277312,Q4VA08,1
n277322,Q05C33,1
n277358,P84104,1
n277365,Q05C33,1
n277365,Q4VA08,1
n277368,Q05C33,1
n277396,Q4VA08,1
n277426,Q05C33,1
n277430,Q4VA08,1
n277453,Q05C33,1
n277485,Q05C33,1
n277492,Q4VA08,1
n277522,Q05C33,1
n277524,Q05C33,1
n277539,Q05C33,1
n277542,Q4VA08,1
n277549,Q05C33,1
n277550,Q05C33,1
n277572,Q05C33,1
n277611,Q05C33,1
n277620,Q05C33,1
n277631,Q05C33,1
n277631,Q4VA08,1
n277655,Q05C33,1
n277660,Q4VA08,1
n277685,Q05C33,1
n277705,Q05C33,1
n277711,Q05C33,1
n277729,Q05C33,1
n277774,Q05C33,1
n277779,Q05C33,1
n277787,Q05C33,1
n277810,Q05C33,1
n277818,Q8CJG0,1
n277840,Q4VA08,1
n277850,Q05C33,1
n277851,Q4VA08,1
n277861,Q05C33,1
n277861,Q4VA08,1
n277881,Q4VA08,1
n277887,Q05C33,1
n277903,Q05C33,1
n277912,Q05C33,1
n277916,Q05C33,1
n277918,Q05C33,1
n277921,Q05C33,1
n277926,Q05C33,1
n277929,Q05C33,1
n277942,Q05C33,1
n278028,Q4VA08,1
n278037,Q4VA08,1
n278042,Q05C33,1
n278063,Q05C33,1
n278065,Q05C33,1
n278068,Q05C33,1
n278068,Q4VA08,1
n278071,Q05C33,1
n278076,Q4VA08,1
n278085,Q05C33,1
n278087,Q05C33,1
n278101,Q05C33,1
n278120,Q05C33,1
n278123,Q4VA08,1
n278159,Q4VA08,1
n278358,Q4VA08,1
n278412,Q4VA08,1
n278448,Q4VA08,1
n278464,Q05C33,1
n278473,Q61188,1
n278520,Q05C33,1
n278587,Q05C33,1
n278604,Q4VA08,1
n278614,Q05C33,1
n278628,Q4VA08,1
n278680,Q4VA08,1
n278688,Q05C33,1
n278699,Q05C33,1
n278706,Q4VA08,1
n278725,Q4VA08,1
n278731,Q05C33,1
n278780,Q05C33,1
n278780,Q4VA08,1
n278793,Q05C33,1
n278812,Q4VA08,1
n278837,Q05C33,1
n278837,Q4VA08,1
n278848,Q05C33,1
n278863,Q05C33,1
n278891,Q4VA08,1
n278906,Q05C33,1
n278912,Q05C33,1
n278920,Q05C33,1
n278928,Q05C33,1
n279015,Q05C33,1
n279019,Q4VA08,1
n279025,Q4VA08,1
n279029,Q8CJG0,1
n279047,Q05C33,1
n279049,Q05C33,1
n279074,Q05C33,1
n279083,Q05C33,1
n279093,Q05C33,1
n279115,Q4VA08,1
n279124,Q05C33,1
n279152,Q05C33,1
n279156,Q05C33,1
n279175,Q05C33,1
n279181,Q05C33,1
n279185,Q05C33,1
n279201,Q05C33,1
n279201,Q4VA08,1
n279227,Q4VA08,1
n279237,Q4VA08,1
n279254,Q4VA08,1
n279264,Q4VA08,1
n279266,Q4VA08,1
n279269,Q05C33,1
n279270,Q4VA08,1
n279279,Q05C33,1
n279279,Q8CJG0,1
n279289,Q4VA08,1
n279309,Q4VA08,1
n279332,Q05C33,1
n279354,Q05C33,1
n279419,Q05C33,1
n279432,Q05C33,1
n279458,Q05C33,1
n279472,Q05C33,1
n279479,Q8CJG0,1
n279493,Q4VA08,1
n279502,Q05C33,1
n279502,Q4VA08,1
n279523,Q05C33,1
n279524,Q4VA08,1
n279526,Q05C33,1
n279528,Q05C33,1
n279571,Q05C33,1
n279593,Q4VA08,1
n279626,Q4VA08,1
n279645,Q05C33,1
n279697,Q4VA08,1
n279786,Q05C33,1
n279830,Q05C33,1
n279850,P84104,1
n279850,Q8VE97,1
n279882,Q4VA08,1
n279903,Q4VA08,1
n279913,Q05C33,1
n279945,Q4VA08,1
n279979,Q05C33,1
n279982,Q05C33,1
n280020,Q4VA08,1
n280030,Q05C33,1
n280064,Q4VA08,1
n280089,Q4VA08,1
n280121,Q4VA08,1
n280135,Q05C33,1
n280168,Q4VA08,1
n280197,Q05C33,1
n280200,Q05C33,1
n280205,Q05C33,1
n280233,Q4VA08,1
n280234,Q05C33,1
n280247,Q05C33,1
n280313,Q4VA08,1
n280328,Q4VA08,1
n280334,Q05C33,1
n280343,Q4VA08,1
n280347,Q4VA08,1
n280375,Q05C33,1
n280380,Q8CJG0,1
n280411,Q05C33,1
n280430,Q4VA08,1
n280443,Q05C33,1
n280450,Q05C33,1
n280457,Q05C33,1
n280462,Q4VA08,1
n280495,Q05C33,1
n280497,Q05C33,1
n280504,Q4VA08,1
n280521,Q05C33,1
n280540,Q05C33,1
n280540,Q4VA08,1
n280553,Q05C33,1
n280602,Q05C33,1
n280633,Q05C33,1
